Text,Label,corrected_label,emotion
"You need a new license, is that what you're telling me?",5,5,neutral
Yes.  I'm just trying to get a new license.,6,6,sadness
Let me see the form. Just let me see the form. Yeah.  You filled this out wrong.  I can't - I can't - I can't do anything with this.,6,6,sadness
Okay.  I did-,6,6,sadness
Ma'am I cannot help you.  You need to fill out a new form and you need to get in the back of the line.,6,0,surprise
I did exactly what they told me to do.,6,6,sadness
I have done everything everyone in this entire place has told me to do.  I've been here for over an hour.  They make me wait in line.  Every single time I start over again.,6,6,sadness
Ma'am I can't help you.  Do you understand?,5,4,fear
I have a life.  I have things to do.  I have places to go.  Can you not just put this through please?,5,6,sadness
I've got a life too ma'am,6,1,joy
and I got to - i got to work here all day long.  Okay.  I've got to deal with you people all day.,6,6,sadness
So what I need you to do is I need you to fill out this form correctly and go to the back of the line.,6,6,sadness
"Okay, that's nice. That's nice but I have done everything you people have told me to do. I don't understand why you can't just help me get this done.  It's simple, right?  License.  I need it. Can we just do this please?",5,6,sadness
There's nothing I can do for you.  Do you understand that?  Nothing.,5,4,fear
"What I need you to do is go to the back of the line,",6,6,sadness
I've been to the back of the line five times.,6,6,sadness
fill out this form and wait,6,6,sadness
You're going to have to go back again.,6,6,sadness
Okay.  What is it that I did wrong on the form that I have to start all over again?,5,6,sadness
This whole area here you didn't initial,6,6,sadness
and you filled out-,6,6,sadness
"Okay.  Well, I can do that right here right now without going to the back of the line again.  See look initialed.  All done. Ready to go.",6,6,sadness
Ma'am I have other people waiting in line right now.  I have other people waiting in line right now.,6,6,sadness
I have been waiting for over an hour.,6,6,sadness
This whole area of the form was not supposed to be filled out and you put the address in the wrong place,6,6,sadness
"Uhh, and you spelled your own name wrong.  So I need you to take that",6,6,sadness
I'm not starting over again.  No I have done this five times.  I am not starting over again.,6,6,sadness
"and, uh, throw it away. I need you to fill out a new form.",6,6,sadness
Ma'am you're going to have- you- look. You really- you really,6,5,neutral
Look can you not just help me?,5,3,anger
I can't help you right now.  Do you understand that?,5,4,fear
I mean look she's -she's perfectly nice.  She doesn't mind waiting for a couple of minutes because I've been here all day. I have a job to get back to.  I have kids to pick up from school.  I can't just stay here.,6,1,joy
Look I'm going on my lunch break right now.  So you're just going to have to take this form and go to the back of the line.,6,6,sadness
No.  No.  No. No. You have to help me.,6,0,surprise
like I said before right now.,6,6,sadness
This is your job is to help people like me who need to get a new license.,6,6,sadness
That's like the whole purpose of you being here.,6,6,sadness
Ma'am you are testing my patience.  Do you understand me?,5,4,fear
I- I- I'm testing your patience?,5,5,neutral
You're testing my goddamn patience.,6,3,anger
I'm testing your patience?,5,6,sadness
"I work in this fucking building all day. And I'm sick of it, okay?",5,7,disgust
Yeah.  You have to be here all day.,6,6,sadness
I don't need to be.  I need to go and do other things with my time.  Okay.,6,0,surprise
"Please just put the form in, take the picture, let me get my license and get the hell out of here.  Please.",6,3,anger
I've walked away already.  I'm not here anymore.,6,5,neutral
So you're leaving tomorrow.,6,6,sadness
Yeah.  They just called.,6,6,sadness
This is really-this is unfair.,6,3,anger
I don't see [BREATHING],6,7,disgust
I don't know what to say.  I don't want to go but I don't have a lot of choice.,6,0,surprise
"I mean we both knew that this was going to happen.  It's just that I feel that, you know, I don't want Susie growing up without a mother.",6,0,surprise
"And, uh, I'm afraid that if you, you know, when you leave, you won't come back.",4,4,fear
I'm going to come back.  I need you to believe that.,6,6,sadness
You don't know that.,6,5,neutral
I need you to believe that too.  How am I supposed to believe everything's going to be okay if you don't?,5,5,neutral
"I'll believe it, but- I'll believe it but it- I don't know that that's going to happen.",6,5,neutral
Well you have to have faith because I don't have a choice and I have to go.,6,6,sadness
You do have a choice.  You don't have to go.,6,6,sadness
Do you think I want to leave you?,5,6,sadness
You have a choice.,6,6,sadness
I have to do this.  I don't want to leave.  Do you think I want to miss seeing her grow up?,5,0,surprise
I know.  It's just you don't have to do this for a living you know.,6,6,sadness
You're a smart person.  There are other things you can do.,6,6,sadness
Look we both knew what this meant when I signed on,6,6,sadness
And now- and now it's really shitty timing but now I have to go.,6,0,surprise
I mean I'm the one who has to leave here.  I'm the one who has to leave the two of you.  At least you get to be together.,6,0,surprise
It's just not going to work out without you here.,6,6,sadness
What's that supposed to mean?,5,5,neutral
I mean we can't-we're not a complete family without you here.,6,5,neutral
Well I'll come back.  What is that supposed to mean?  You're not willing to wait for me to come back?,5,6,sadness
Of course I'm going to wait.  I just- I just don't like the idea of this happening because this isn't the last time this is going to happen. You're going to go on more tours and stuff.  I just- I can't-,6,6,sadness
I can't deal with this emotionally.,6,0,surprise
What do you want me to do?,5,3,anger
I want you to leave.  I want you to leave the service.,6,0,surprise
Well I can't very well do it today.  I still have to leave tomorrow.,6,0,surprise
You can do it today.  You don't have to do anything.  You don't have to do anything you don't want to do.,6,6,sadness
"You're not making this any easier for me, you know.  I'm the one who has to go and you're really not helping.",6,7,disgust
Look I'm just telling you that you don't have to go.,6,6,sadness
I do have to go. And I need to know that you're here waiting for me and that you believe that I'm coming back.,6,6,sadness
That's all I'm saying... No you don't.,6,6,sadness
Thanks that helps.,6,1,joy
It's just really unfair.  This is- this is bullshit.,6,3,anger
I feel much better now.,6,1,joy
"You're acting like, you know, you're the one who's going all through, you know, all this shit and it's really- it's really not.",6,7,disgust
I know I'm leaving you here with all the responsibility but at least you get to be with her.,6,6,sadness
Yeah.  Of course I do because I didn't enlist in this stupid thing.  Why don't you just get out now and then-,6,3,anger
I will but I can't right now.,6,0,surprise
Yes- You don't have to go.  What are they going to do?  Huh?  Put a gun to your head?,5,5,neutral
You know- you know how this works.  I have to go.,6,6,sadness
Then go.  We'll be here when you get back.,6,6,sadness
That's how you want to leave it?,5,6,sadness
"I don't know how else to leave it.  What, do you want me to lie to you?",5,5,neutral
You want me tell you that I'm okay with it?,5,6,sadness
I want you to be okay with it as much as you can be.  I mean it's not a great situation but we don't have an option here.,6,6,sadness
Well I can't be okay with it the same way you can't not go.  It just doesn't work that way.,6,6,sadness
I have something to tell you.,6,6,sadness
What?  You seem so excited.,5,5,neutral
It's really exciting.  Don't you want to guess?,5,1,joy
"Uh, you got a new car, a new house. Uh, a dog.",6,1,joy
Look.,6,7,disgust
Are you serious?  You're getting married.,5,5,neutral
Yes.  He finally proposed.  I'm getting married.,6,1,joy
Holy shit that's amazing.,6,5,neutral
I know. I'm so-,6,4,fear
Congratulations.,6,1,joy
Thank you. [LAUGHTER],6,6,sadness
"I'm invited, right.",6,1,joy
You think. [LAUGHTER],6,6,sadness
"I'll have to, uh, I'll have to get myself a new tux.  My, uh, the old one is a little worn and dirty.  That's awesome.  Where are you guys going to have it?",5,6,sadness
"Well actually we were just talking about today and I don't really want to do like the traditional church thing, you know.  So we are going to get married in the meadow.",6,1,joy
Do you remember up by Yosemite? Yeah.,5,6,sadness
"Well, that's- that's- that's beautiful. That's a beautiful place to do it.",6,1,joy
We're going to get married in the middle of a meadow. [LAUGHTER],6,1,joy
"Everybody's going to come up. We're going to stay in all the pretty cabins up there and, um, everybody's going to have, you know, really flowery sort of naturey stuff.",6,6,sadness
So pretty.,6,1,joy
That's great,6,1,joy
I hope- they're not like,6,6,sadness
Very Midsummer Night's wedding.,6,1,joy
"Right.  Nice.  That's great.  I hope while we're up there nobody gets attacked by any, like, bears or wolves or anything.",6,1,joy
Thanks. Thanks a lot.  You're really helping the Excitement here. I hope no one dies.,6,1,joy
"Well no, I am- I'm trying to be positive",6,6,sadness
I'm trying to be positive.  I'm trying to say I hope that doesn't happen.,6,6,sadness
"Okey Well- well-, you know what?  I was hoping that you would help",5,5,neutral
We're going to be in the middle of the wilderness. These kind of things happen,6,6,sadness
plan everything.  So then you can make sure that no one gets attacked by bears.,6,6,sadness
Yeah.  I'll help plan.,6,6,sadness
Sure.,6,6,sadness
"Okay.  It's going to be in, like, six months.  So we don't have a really long time.",6,6,sadness
