Text,Label,Unique_Label
"Oh, that moment-that was it.",5,3702
"I told myself finally, this is how happy I'm supposed to be.",1,3703
Wait a minute. I got it.,6,3704
Dancing barefoot in the sand. Drinking out of a bottle of champagne.,4,3705
"It was driving past the Knickerbocker Liquor Locker, right? You said let's get some champagne, and I said time's-a-wasting or something like that.",6,3706
"You want this to be like the other time, right? That's it. Right?",6,3707
I don't want to remember something.,6,3708
Hope for some things.,6,3709
"Right. I got it. Of course. Listen, do you want to dance?",6,3710
No.,6,136
Do you want me to get some champagne?,3,3711
No.,6,136
Take off our shoes?,5,2182
"No, no.",6,202
What? What? Do you want me to breathe in your ear?,5,3712
No.,6,136
Do you want to get married again? What? What? Do you want to get a divorce?,5,3713
No.,6,136
No.,6,136
A vacation?,5,618
No.,6,136
A new carpet? A poodle?,5,3714
"A-a back rub, some ice cream, a suicide pact. What the hell do you want, Carla?",3,3715
I want things to turn out the way that they're supposed to be.,6,3716
"Jesus, welcome to the human race.",6,3717
Did you think this is how I thought it was going to turn out? Do you think I had some great fantasy down the line? That four years down the line that we'd come to the beach and argue with each other over fish?,5,3718
"No, I was just like you. I thought it was going to be all peaches and roses and everything great. And the wind in our hair and the sand in our toes, and the fish will always come and the bills will pay themselves, and we'll have three big fat rosy kids. And oh God.",1,3719
"You know what you get? The jokes on us, baby. Because do you know what you get? Huh? Carla? Do you know what you get? You get this.",3,3720
This what? What is this? This is nothing.,5,3721
"Yes, it is.",6,1561
"No, it's not. It's standing on the beach waiting and fighting.",6,3722
Right.,6,533
Things have never turned out anything the way that I thought they would be.,6,3723
"No, I know. Me neither.",6,2934
"I mean, this is, this is everything, and it's a lot, but",6,3724
it's not something else. Do you know what I'm trying to say?,6,3725
"Well, I'm doing the best I can.",6,3726
"I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else.",0,3727
"Yeah, maybe if you were with someone else too.",6,3728
I didn't say that.,6,157
"No, I know. But I know I don't make you happy.",0,3729
"Augie, anything I do I'd rather be doing with you.",6,3730
Yeah?,5,636
"God, don't you know that? I mean, you're the one that probably wants to be with somebody else. Somebody that didn't take herself so seriously, could enjoy herself more.",6,3731
"Actually now that you mention it, no, I don't.",6,3732
"Well, I guess we're just in the wrong spart-spot with the right person.",6,3733
"Seemed like a pretty good spot to me. I mean, look at the view of the moon we've got from here.",6,3734
I noticed that. It's beautiful.,1,3735
You can see right over the water.,6,3736
"God, big old white moon.",5,3737
Look what we got here.,5,1456
You brought refreshments?,5,3738
It's not champagne.,6,647
At least we won't need glasses.,6,3739
Are you still cold? Do you want to go home?,0,3740
So I was thinking you might be right.,6,3741
Maybe this is the right place after all.,6,3742
"I'm sorry, Augie.",0,3743
Shh.,6,3744
If we're very quiet the fish might come.,4,3745
Or not.,6,653
Or not.,6,653
Oh.,6,103
[BREATHING],6,428
Good God.,5,654
Do you think it's them?,5,1462
I wonder.,5,656
"I mean, nobody knows we're here except for Freda and she wouldn't ring up.",6,3746
It must be them then.,6,658
What are we to do?,6,3747
"We're all right, aren't we darling? Whatever happens.",6,3748
"Yes. Now and always, sweet.",6,3749
Then I don't care.,3,3750
It was bound to come sooner or later.,6,2217
"Hello? Hello? What? Ugh, wrong number.",6,3751
"[LAUGHTER] God, it sent shivers up my spine.",4,3752
"things that should matter dreadfully don't seem to matter at all when one's happy, do they?",4,3753
"Um terrible thing is one can't stay happy. Well, it's true. I mean, the whole business is a very poor joke.",6,3754
"Ooh darling, don't say that.",6,3755
"You mean that sacred and beautiful thing, love?",6,3756
"Yes, meaning just that.",6,2229
What does it all mean? That's what I ask myself in my quest for ultimate truth. What does it all mean?,6,3757
Don't laugh at me. I'm serious.,3,2965
"[LAUGHTER]. You mustn't be serious, my dear one, that's what they want.",6,3758
Who's they?,5,680
All the futile moralists who try to make life unbearable. Laugh at them. Be flippant. Laugh at all the sacred shibboleths. Flippancy brings out the acid in their damn sweetness and light.,6,3759
"Well, if I laugh at everything I'm going to have to laugh at us too.",6,3760
"Ooh, certainly you must. We're figures of fun, all right.",1,3761
"So how long is it going to last? This ludicrous, overbearing love of ours?",3,3762
Who knows?,6,686
Shall we always want to bicker and fight?,3,687
No. The fire will fade along with our passion.,0,3763
"Oh dear, well, shall we want that?",6,3764
Depends on how well we play it.,6,2972
"Well, what if happens if one of us is to die? Does the one that's left still laugh?",6,3765
"Yes, yes. Yes, he must with all his might.",6,3766
"Well, that's serious enough.",0,3767
"No. No, it isn't. Death's very laughable. A cunning little mystery. All done with mirrors.",6,3768
"Darling, I believe you're talking nonsense.",3,2247
So is everyone else in the long run. Let's be superficial and pity the poor philosophers.,0,3769
"Let's blow strumpets, blow-blow trumpets and squeakers and party as much as we can like small quite idiotic school children. Let's savor the delight of the moment. Come, kiss me darling, before worms pop in and out of your eye sockets.",1,3770
"Elliott, worms don't pop.",6,2251
"I don't care what you do, see? As long-you can paint yourself bright green all over and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.",3,3771
"Thank you, dear. The same applies to you. Except that if I ever so much as catch you looking at another woman I'll kill you.",3,3772
Remember that awful scene we had in Venice?,4,3773
Which particular one?,6,703
The one when you bought that little painted wooden snake in the Piazza and put it in my bed.,6,3774
Oh Charles. That was his name. Charles. He did wiggle so beautifully.,6,3775
Horrible little thing. I hated it.,6,3776
I know you did. You threw it out the window and into the Grand Canal. I don't think I'll ever forgive you for that.,6,3777
How long did that row last?,6,709
It went on intermittently for days.,6,710
The worst one was in Cannes when your-your curling iron burnt a hole in my dressing gown.,6,3778
"Well, I burnt a hole in my comb too, and all the towels in the bathroom. [LAUGHTER].",6,3779
yeah. And that was the first time you ever hit me.,5,3780
"That was a rouser, wasn't it?",6,713
The manager came in and found us rolling on the floor and biting and scratching like panthers. [LAUGHTER],6,3781
I didn't hit you very hard.,6,2263
I know. Oh man. Couldn't believe it.,5,3782
"Oh, I will never forget his face. Ooh-rah [LAUGHTER].",5,3783
We were very much younger then.,6,722
"Yeah, and very much sillier.",1,3784
"Oh, the real cause of that row was Peter Burden.",6,3785
"As a matter of fact, the real cause of that row was Peter Burden.",6,2267
You knew there was nothing in that.,5,2990
I knew nothing of the sort. You took presents from him.,6,1534
Presents? It was only a small trivial little broach.,6,3786
I remember it well. Bristling with diamonds. In the worst possible taste.,6,3787
Not at all. It was very pretty. And I wear it all the time. I still have it.,6,3788
You went out of your way to torture me over Peter Burden.,3,728
"No, I didn't. You made that up all in your jealous imagination.",6,3789
You must admit that he was in love with you.,1,3790
"Just a little perhaps, but it was nothing serious.",0,3791
You let him kiss you. You said so.,6,3792
"Well, what of it?",3,731
What of it?,5,732
"Oh come on, it gave him a lot of pleasure and it didn't harm me.",6,3793
What about me?,4,734
"Well, if you hadn't been so suspicious and nosey you'd have never known anything about it.",6,3794
"That's a nice point of view, I must say.",1,736
"Well, it's true.",6,3795
Are you bored with this conversation?,6,3796
"I definitely, most definitely am.",6,3797
So am I. Bored stiff. Want some brandy?,0,3798
"No, thanks.",6,2281
"I'll have a little, I think.",6,740
I don't see why you want it; you've already had two glasses.,5,3799
"No particular reason. Anyhow, they were very small ones.",6,3800
I don't see what's the point of going on and on about something like this.,5,3801
"Oh, my-you can hardly call three minute liquor glasses in the evening going on and on and on.",5,3802
It's become a habit with you.,6,745
You needn't be so grand just because you don't happen to want some yourself at the moment.,6,3803
Don't be so stupid.,3,2289
"Really, Amanda.",5,748
What?,5,328
Nothing.,6,749
"Going somewhere, dear?",5,3804
No. Just making myself fascinating for you.,6,3805
That reply has broken my heart.,0,752
"It's a woman's job to allure the man. Watch me, won't you, a minute?",6,3806
"As a matter of fact, that's perfectly true.",6,2293
"No, it isn't.",6,2294
"Yes, it is.",6,1561
"No, it's not. I don't care.",6,3807
It's a pity you didn't have more brandy. It might have made you a little less disagreeable.,6,3808
"Well, it didn't seem to do such wonders with you, now did it?",5,3809
"Oh, snap, snap, snap, like a little adder.",3,3810
"Adders don't snap, they sting.",3,760
"Yes, they do. They have a big bag of venom behind their fangs and they snap.",3,3811
They sting.,3,1567
They snap.,3,2300
"I don't care. I don't care, do you understand? I don't care if they bark, if they roll over on the floor like hoops.",3,3812
"Uhh,",6,3813
did you see much of Peter Burden after our divorce?,6,3814
"Yes, I did, quite a lot actually.",6,3815
"I imagine that you let him kiss you quite a bit more then, didn't you?",6,3816
Mind your business.,6,3817
You had a riotous-must have had a riotous time. No restraint at all. Very enjoyable. You never had much anyhow.,1,3818
You are quite insufferable. I suppose it's because you're drunk.,3,3819
I'm not in the least bit drunk.,6,3820
You've always had a weak head.,6,769
